Published_date,Open,High,Low,Close,Per_change,Traded_quantity,Traded_amount,Status,Date,ema_short,ema_long,ema_diff,ema_cross
2013-11-10,635.0,642.0,630.0,630.0,-0.79,5508.0,3496064.0,0,2013-11-10,631.7786043896991,629.2704465275873,2.5081578621118297,0
2013-11-11,630.0,654.0,627.0,654.0,3.81,5107.0,3235670.0,0,2013-11-11,636.7166923030993,631.8735574194202,4.843134883679113,0
2013-11-12,654.0,685.0,650.0,655.0,0.15,6554.0,4324170.0,0,2013-11-12,640.7796495690773,634.3079197963233,6.471729772753974,0
2013-11-13,655.0,667.0,636.0,645.0,-1.53,17494.0,11386938.0,0,2013-11-13,641.7175052203934,635.4334019230262,6.28410329736721,0
2013-11-14,645.0,647.0,639.0,647.0,0.31,6439.0,4139524.0,0,2013-11-14,642.8913929491948,636.6509385627076,6.240454386487272,0
2013-11-21,647.0,708.0,659.0,695.0,7.42,7277.0,4963838.0,0,2013-11-21,654.4710834049293,642.792945029791,11.67813837513836,0
2013-11-24,695.0,764.0,687.0,698.0,0.43,18544.0,13237078.0,0,2013-11-24,664.1441759816117,648.6042139740235,15.539962007588201,0
2013-11-25,698.0,698.0,664.0,668.0,-4.3,9430.0,6404833.0,0,2013-11-25,665.0010257634758,650.6458756609684,14.355150102507423,0
2013-11-26,668.0,685.0,660.0,671.0,0.45,7622.0,5109158.0,0,2013-11-26,666.33413114937,652.788415065077,13.545716084293076,0
2013-11-27,671.0,675.0,651.0,658.0,-1.94,2173.0,1423523.0,0,2013-11-27,664.4821020050655,653.3370029529636,11.145099052101841,0
2013-11-28,658.0,660.0,640.0,651.0,-1.06,7138.0,4639022.0,0,2013-11-28,661.4860793372732,653.0910026421253,8.39507669514785,0
2013-12-01,651.0,662.0,645.0,650.0,-0.15,107794.0,70097312.0,0,2013-12-01,658.9336172623237,652.7656339429542,6.167983319369455,0
2013-12-02,650.0,693.0,650.0,670.0,3.08,31973.0,21288060.0,0,2013-12-02,661.3928134262518,654.5797777384327,6.813035687819138,0
2013-12-03,670.0,695.0,682.0,692.0,3.28,21886.0,15079241.0,0,2013-12-03,668.1944104426402,658.5187485028082,9.675661939832025,0
2013-12-04,692.0,732.0,691.0,715.0,3.32,31863.0,22837826.0,0,2013-12-04,678.595652566498,664.4641433972495,14.131509169248488,0
2013-12-05,715.0,743.0,706.0,724.0,1.26,60375.0,43795456.0,0,2013-12-05,688.6855075517207,670.7310756712233,17.954431880497395,0
2013-12-08,724.0,726.0,700.0,710.0,-1.93,15956.0,11355767.0,0,2013-12-08,693.4220614291162,674.8646466531998,18.557414775916413,0
2013-12-09,710.0,719.0,705.0,709.0,-0.14,5129.0,3639540.0,0,2013-12-09,696.8838255559792,678.4578417423367,18.425983813642574,0
2013-12-10,709.0,709.0,691.0,700.0,-1.27,7355.0,5151109.0,0,2013-12-10,697.5763087657616,680.7254373484066,16.85087141735505,0
2013-12-11,700.0,720.0,703.0,711.0,1.57,16483.0,11723083.0,0,2013-12-11,700.559351262259,683.9122334169954,16.647117845263665,0
2013-12-12,711.0,724.0,697.0,724.0,1.83,30679.0,21865344.0,0,2013-12-12,705.7683843150904,688.1319983204695,17.636385994620923,0
2013-12-15,724.0,745.0,709.0,742.0,2.49,59921.0,43439980.0,0,2013-12-15,713.8198544672925,693.8023142867359,20.017540180556693,0
2013-12-16,742.0,816.0,756.0,816.0,9.97,36619.0,29625752.0,0,2013-12-16,736.5265534745608,706.6652285723426,29.861324902218257,0
2013-12-18,816.0,897.0,824.0,897.0,9.93,41249.0,36551052.0,0,2013-12-18,772.1873193691029,726.7004676699908,45.486851699112094,0
2013-12-19,897.0,900.0,808.0,879.0,-2.01,60364.0,50943220.0,0,2013-12-19,795.9234706204134,742.731997388939,53.19147323147433,0
2013-12-22,875.0,875.0,810.0,836.0,-4.89,52786.0,43670576.0,0,2013-12-22,804.8293660380994,752.5496818743138,52.27968416378553,0
2013-12-23,836.0,825.0,775.0,783.0,-6.34,29079.0,22916284.0,0,2013-12-23,799.9783958074106,755.7549785191229,44.22341728828769,0
2013-12-24,783.0,832.0,764.0,803.0,2.55,24385.0,19329050.0,0,2013-12-24,800.6498634057639,760.7281386750046,39.92172473075925,0
2013-12-26,803.0,860.0,815.0,815.0,1.49,22385.0,18687308.0,0,2013-12-26,803.8387826489275,766.4409661828989,37.39781646602853,0
2013-12-29,815.0,818.0,794.0,815.0,0.0,28367.0,22714024.0,0,2013-12-29,806.319053171388,771.5524434268043,34.76660974458366,0
2013-12-31,815.0,816.0,799.0,806.0,-1.1,21248.0,17152298.0,0,2013-12-31,806.248152466635,775.1785020134565,31.069650453178497,0
2014-01-01,806.0,807.0,775.0,786.0,-2.48,15632.0,12348541.0,0,2014-01-01,801.748563029605,776.3176070646716,25.430955964933332,0
2014-01-02,786.0,810.0,765.0,804.0,2.29,7593.0,6018227.0,0,2014-01-02,802.2488823563593,779.2315431631273,23.017339193232033,0
2014-01-05,804.0,805.0,791.0,795.0,-1.12,16534.0,13180832.0,0,2014-01-05,800.6380196105017,780.8913807249035,19.74663888559826,0
2014-01-06,795.0,796.0,790.0,792.0,-0.38,6700.0,5307085.0,0,2014-01-06,798.7184596970569,782.0607090696504,16.65775062740647,0
2014-01-07,792.0,804.0,790.0,799.0,0.88,6021.0,4796544.0,0,2014-01-07,798.781024208822,783.8437923254767,14.937231883345362,0
2014-01-08,799.0,805.0,795.0,796.0,-0.38,10346.0,8272575.0,0,2014-01-08,798.1630188290839,785.1233931333212,13.039625695762652,0
2014-01-09,796.0,800.0,792.0,799.0,0.38,6608.0,5256372.0,0,2014-01-09,798.349014644843,786.5840885929715,11.764926051871498,0
2014-01-12,799.0,825.0,800.0,817.0,2.25,18527.0,15105432.0,0,2014-01-12,802.4936780571002,789.7857634779219,12.707914579178237,0
2014-01-13,817.0,835.0,811.0,817.0,0.0,12308.0,10092924.0,0,2014-01-13,805.7173051555224,792.6504199539302,13.066885201592186,0
2014-01-14,817.0,814.0,800.0,814.0,-0.37,3326.0,2695682.0,0,2014-01-14,807.5579040098507,794.897744169306,12.660159840544793,0
2014-01-16,814.0,838.0,815.0,820.0,0.74,9127.0,7507979.0,0,2014-01-16,810.3228142298839,797.5400868883263,12.782727341557575,0
2014-01-19,820.0,825.0,805.0,818.0,-0.24,3190.0,2618603.0,0,2014-01-19,812.0288555121319,799.693761952713,12.335093559418965,0
2014-01-20,818.0,824.0,800.0,800.0,-2.2,6879.0,5575108.0,0,2014-01-20,809.355776509436,799.7259975366379,9.629778972798135,0
